essay_id	essay_set	prediction
16059	6	0
16062	6	3
16078	6	1
16079	6	2
16086	6	2
16091	6	3
16096	6	2
16097	6	3
16099	6	1
16108	6	3
16110	6	1
16120	6	2
16132	6	3
16141	6	3
16147	6	2
16152	6	3
16156	6	3
16157	6	3
16165	6	2
16170	6	1
16182	6	2
16185	6	3
16186	6	3
16199	6	3
16215	6	3
16217	6	3
16220	6	3
16223	6	2
16226	6	3
16234	6	2
16240	6	2
16241	6	3
16243	6	3
16244	6	1
16252	6	3
16256	6	1
16258	6	2
16261	6	3
16264	6	3
16266	6	3
16269	6	3
16270	6	2
16272	6	3
16277	6	3
16278	6	3
16285	6	2
16290	6	2
16296	6	3
16304	6	3
16305	6	3
16306	6	3
16307	6	3
16308	6	2
16310	6	1
16314	6	2
16315	6	1
16317	6	3
16325	6	1
16335	6	2
16338	6	2
16346	6	3
16347	6	0
16364	6	2
16370	6	2
16383	6	2
16385	6	4
16386	6	2
16387	6	3
16389	6	2
16393	6	3
16399	6	3
16407	6	3
16409	6	2
16412	6	3
16422	6	3
16431	6	1
16447	6	3
16454	6	3
16461	6	3
16463	6	3
16468	6	1
16471	6	3
16473	6	3
16475	6	3
16476	6	3
16479	6	2
16480	6	3
16482	6	3
16483	6	3
16486	6	2
16487	6	3
16504	6	2
16509	6	2
16522	6	3
16527	6	3
16530	6	3
16535	6	3
16541	6	2
16546	6	3
16550	6	3
16552	6	3
16557	6	3
16558	6	3
16572	6	0
16576	6	3
16579	6	3
16580	6	2
16582	6	3
16584	6	3
16585	6	2
16593	6	1
16596	6	2
16600	6	2
16601	6	2
16607	6	3
16610	6	3
10629	4	9
10630	4	18
17838	7	23
17843	7	23
17856	7	19
17859	7	22
17868	7	24
17875	7	18
17887	7	22
17888	7	21
17890	7	16
17892	7	21
17896	7	23
17900	7	19
17905	7	9
17916	7	14
17921	7	20
17931	7	21
17935	7	15
17938	7	23
17945	7	19
17946	7	17
17949	7	11
17952	7	22
17953	7	18
17957	7	14
17963	7	23
17967	7	23
17989	7	11
17991	7	23
18014	7	21
18015	7	18
18023	7	18
18026	7	15
18035	7	16
18039	7	12
18048	7	17
18052	7	19
18056	7	23
18060	7	16
18064	7	18
18068	7	23
18072	7	17
18084	7	22
18089	7	22
18090	7	19
18093	7	14
18098	7	20
18105	7	20
18114	7	19
18121	7	22
18126	7	7
18127	7	17
18132	7	20
18135	7	16
18136	7	9
18138	7	23
18144	7	17
18153	7	23
18156	7	18
18159	7	21
18161	7	17
18165	7	20
18172	7	23
18174	7	23
18175	7	23
18178	7	24
18183	7	21
18196	7	13
18201	7	23
18207	7	23
18208	7	17
18231	7	17
18248	7	13
18252	7	20
18255	7	21
18266	7	24
18281	7	24
18282	7	19
18283	7	23
18286	7	20
18290	7	13
18291	7	18
18296	7	8
18301	7	15
18304	7	19
18305	7	17
18307	7	17
18311	7	23
18318	7	16
18334	7	23
18335	7	22
18348	7	9
18350	7	16
18353	7	20
18369	7	22
18371	7	21
18383	7	11
18384	7	16
18389	7	22
18408	7	22
18417	7	21
18418	7	16
18427	7	15
18430	7	19
18441	7	9
18451	7	21
18466	7	18
18473	7	21
18481	7	11
18482	7	21
18484	7	17
18485	7	20
18488	7	15
18490	7	13
18492	7	12
18498	7	23
18501	7	16
18503	7	13
18506	7	11
18512	7	16
18513	7	13
18521	7	14
18522	7	17
18526	7	18
18528	7	23
18535	7	11
18537	7	12
18538	7	20
18540	7	14
18544	7	13
18547	7	14
18552	7	20
18554	7	23
18557	7	21
18561	7	18
18564	7	21
18567	7	24
18571	7	20
18577	7	19
18578	7	19
18579	7	19
18580	7	22
18588	7	23
18591	7	23
18599	7	23
18605	7	22
18620	7	18
18622	7	17
18641	7	19
18658	7	11
18659	7	20
18664	7	23
18682	7	23
18689	7	12
18693	7	15
18694	7	23
18695	7	21
18698	7	20
18713	7	20
18714	7	21
18719	7	9
18721	7	18
18731	7	10
18737	7	15
18750	7	7
18751	7	20
18756	7	23
18757	7	17
18758	7	11
18760	7	17
18765	7	23
18766	7	12
18777	7	18
18783	7	18
18785	7	10
18786	7	21
18789	7	21
18795	7	18
18813	7	19
18817	7	21
18819	7	19
18822	7	8
18823	7	12
18831	7	19
18837	7	18
18848	7	20
18857	7	23
18865	7	17
18874	7	17
18882	7	17
18884	7	17
18889	7	23
18892	7	18
18895	7	23
18906	7	15
18908	7	19
18910	7	22
18925	7	13
18928	7	19
18934	7	15
18937	7	10
18941	7	23
18944	7	13
18945	7	23
18950	7	23
18952	7	17
18955	7	20
18958	7	8
18960	7	23
18963	7	23
18973	7	18
18980	7	8
18983	7	24
18985	7	22
18990	7	21
18999	7	16
19001	7	17
19004	7	13
19005	7	11
19018	7	18
19031	7	24
19037	7	16
19044	7	19
19046	7	22
19070	7	9
19093	7	17
19097	7	15
19099	7	23
19102	7	18
19103	7	19
19104	7	19
19107	7	12
19108	7	16
19135	7	12
19147	7	14
19149	7	15
19153	7	14
19164	7	19
19168	7	14
19169	7	18
19174	7	23
19175	7	17
19181	7	16
19184	7	9
19187	7	16
19189	7	18
19191	7	16
19192	7	19
19193	7	18
19211	7	23
19213	7	15
19214	7	20
19223	7	22
19224	7	17
19231	7	14
19233	7	21
19234	7	20
19241	7	22
19247	7	13
19253	7	17
19254	7	19
19255	7	19
19256	7	20
19258	7	22
19259	7	21
19260	7	17
19265	7	21
19266	7	24
19267	7	24
19277	7	18
19286	7	20
19304	7	21
19306	7	16
19314	7	22
19326	7	17
19334	7	21
19341	7	16
19343	7	20
19353	7	8
19360	7	23
19362	7	13
19364	7	19
19366	7	21
19382	7	18
19387	7	14
19390	7	14
19392	7	19
19396	7	21
19402	7	16
19411	7	10
19415	7	13
19419	7	20
19420	7	14
19423	7	17
19446	7	23
19451	7	23
19455	7	13
19456	7	16
19457	7	20
19459	7	20
19466	7	15
19476	7	16
19489	7	14
19496	7	22
19503	7	18
19508	7	14
19513	7	19
19514	7	19
19520	7	18
19522	7	23
19524	7	24
19529	7	23
19537	7	12
16616	6	30
16630	6	24
20716	8	37
20725	8	43
20733	8	38
20736	8	43
20741	8	32
20746	8	35
20761	8	41
20762	8	37
20767	8	44
20768	8	50
20774	8	32
20777	8	41
20785	8	35
20787	8	34
20791	8	35
20792	8	33
20793	8	40
20797	8	31
20800	8	42
20803	8	35
20804	8	36
20809	8	39
20813	8	36
20819	8	30
20823	8	46
20824	8	42
20831	8	28
20842	8	42
20847	8	37
20851	8	37
20856	8	36
20863	8	39
20865	8	35
20869	8	39
20884	8	44
20887	8	31
20894	8	39
20904	8	35
20916	8	37
20918	8	28
20929	8	26
20939	8	31
20940	8	35
20947	8	40
20949	8	42
20966	8	34
20974	8	50
20983	8	41
20988	8	41
20999	8	34
21017	8	22
21020	8	26
21026	8	38
21034	8	29
21043	8	47
21053	8	37
21058	8	38
21073	8	40
21090	8	36
21098	8	46
21130	8	41
21133	8	44
21134	8	37
21138	8	36
21141	8	32
21145	8	37
21146	8	41
21147	8	36
21149	8	43
21161	8	39
21174	8	39
21177	8	27
21183	8	35
21190	8	43
21198	8	36
21206	8	34
21217	8	28
21224	8	37
21225	8	49
21230	8	43
21246	8	42
21256	8	33
21258	8	32
21271	8	31
21273	8	37
21279	8	34
21280	8	39
21289	8	37
21296	8	37
21310	8	35
21312	8	33
21319	8	39
21321	8	38
21352	8	35
21354	8	32
21361	8	41
21364	8	40
21369	8	29
21370	8	30
21379	8	43
21382	8	41
21386	8	40
21393	8	30
21399	8	33
21413	8	40
21427	8	38
21433	8	40
21438	8	41
21440	8	39
21442	8	35
21443	8	34
21444	8	28
21456	8	38
21457	8	39
21458	8	41
21467	8	37
21471	8	39
21472	8	38
21477	8	20
21479	8	37
21481	8	37
21494	8	36
21502	8	38
21506	8	40
21509	8	33
21514	8	32
21518	8	38
21519	8	39
21522	8	39
21526	8	38
21529	8	34
21532	8	38
21541	8	38
21542	8	39
21545	8	39
21553	8	29
21570	8	34
21581	8	35
21586	8	33
21599	8	39
21606	8	36
21613	8	40
21615	8	31
